latitude,longitude
46.803137,-71.241298
35.696442,51.422974
40.728224,-73.794852
42.36679,-71.106019
48.139126,11.580186
42.36679,-71.106019
-34.891151,-56.187214
-34.891151,-56.187214
-34.891151,-56.187214
-34.891151,-56.187214
39.10296,-94.583062
-34.6037,-58.381503
48.139126,11.580186
33.683734,-117.794609
33.683734,-117.794609
-34.6037,-58.381503
37.005105,-89.176269
-37.813187,144.96298
37.005105,-89.176269
37.777125,-122.419644
42.331685,-83.047924
41.89052,12.494249
37.005105,-89.176269
37.005105,-89.176269
38.89037,-77.031959
33.683734,-117.794609
-34.6037,-58.381503
39.918392,32.865597
51.500152,-0.126236
27.19999,-80.255359
43.111261,-87.898632
33.62905,-117.691249
40.728224,-73.794852
40.844782,-73.864827
40.728224,-73.794852
40.844782,-73.864827
35.696442,51.422974
24.893379,67.028061
36.740685,-119.785734
36.740685,-119.785734
41.001845,-80.34724
42.278044,-83.738224
-34.6037,-58.381503
-34.864823,-57.908519
52.516667,13.4
37.005105,-89.176269
44.97399,-93.227728
37.005105,-89.176269
50.111445,8.680615
39.918392,32.865597
41.88415,-87.632409
18.46617,-66.106654
18.46617,-66.106654
18.46617,-66.106654
18.46617,-66.106654
-34.6037,-58.381503
27.771185,-82.639319
54.597269,-5.930109
27.807403,-82.689767
-34.6037,-58.381503
-34.6037,-58.381503
-34.6037,-58.381503
39.918392,32.865597
-34.891151,-56.187214
45.511795,-122.675629
35.04644,-85.309464
14.596051,120.978666
27.771185,-82.639319
18.46617,-66.106654
39.918392,32.865597
40.712784,-74.005941
40.712784,-74.005941
37.871899,-122.25854
18.46617,-66.106654
-34.891151,-56.187214
50.111445,8.680615
-34.891151,-56.187214
43.320812,-1.984447
-34.891151,-56.187214
-34.891151,-56.187214
44.04483,-123.072606
-22.908278,-43.197026
38.973065,-95.236534
-34.891151,-56.187214
-34.891151,-56.187214
40.712784,-74.005941
41.18188,-73.191269
34.41217,-119.85704
41.807741,-72.25398
-34.891151,-56.187214
-34.891151,-56.187214
26.011201,-80.14949
-34.891151,-56.187214
37.54703,-122.314834
43.113655,-87.900289
54.597269,-5.930109
39.918392,32.865597
33.655968,-84.448957
39.918392,32.865597
-31.399301,-64.182129
42.919882,-3.060073
49.294642,8.69774
34.06857,-118.027606
35.214905,-80.001234
48.139126,11.580186
34.0961,-117.716404
34.20034,-119.180439
34.05483,-117.750034
38.355879,38.296474
-34.891151,-56.187214
48.139126,11.580186
38.89037,-77.031959
34.038254,-117.752109
34.055103,-117.749991
-34.891151,-56.187214
39.918392,32.865597
34.055103,-117.749991
33.78359,-118.353879
37.72761,-122.370261
48.139126,11.580186
40.712784,-74.005941
40.78306,-73.971249
48.139126,11.580186
40.712784,-74.005941
37.72761,-122.370261
37.781553,-122.415643
41.504365,-81.690459
39.918392,32.865597
39.918392,32.865597
11.583513,37.397019
-34.744611,-58.391732
40.78306,-73.971249
39.918392,32.865597
39.918392,32.865597
26.714388,-80.052689
-34.891151,-56.187214
-34.891151,-56.187214
-34.891151,-56.187214
54.597269,-5.930109
18.456792,-69.951164
18.456792,-69.951164
48.139126,11.580186
39.918392,32.865597
34.05349,-118.245319
-31.399301,-64.182129
38.419723,27.133235
38.419723,27.133235
-34.891151,-56.187214
37.805065,-122.273024
35.2225,-80.837539
34.419255,-119.698869
50.111445,8.680615
54.597269,-5.930109
54.63797,-6.14485
39.918392,32.865597
37.146795,49.536102
54.452223,-7.486124
26.714388,-80.052689
39.918392,32.865597
57.696994,11.9865
41.084195,-81.514059
10.502961,-66.917253
39.918392,32.865597
14.596051,120.978666
39.918392,32.865597
36.974025,-122.030954
33.748315,-84.391109
40.097625,-74.857269
39.918392,32.865597
54.597269,-5.930109
18.442164,-66.026298
18.442164,-66.026298
18.466684,-66.10813
18.466684,-66.10813
18.399712,-66.049987
39.918392,32.865597
41.011915,28.972531
41.011915,28.972531
9.933333,-84.083333
39.918392,32.865597
25.831764,-80.216715
10.502961,-66.917253
39.918392,32.865597
34.05349,-118.245319
54.597269,-5.930109
21.3,-157.818968
37.869885,-122.270539
18.399712,-66.049987
15.153002,120.591942
10.502961,-66.917253
34.004995,-118.230244
38.89037,-77.031959
40.712784,-74.005941
40.712784,-74.005941
34.419255,-119.698869
37.869885,-122.270539
39.918392,32.865597
21.3,-157.818968
33.42558,-94.048254
33.42558,-94.048254
33.42558,-94.048254
33.42558,-94.048254
54.597269,-5.930109
38.62774,-90.199514
38.62774,-90.199514
40.079609,-104.812912
48.139126,11.580186
-34.891151,-56.187214
49.4019,8.680285
54.625869,-5.982754
29.76045,-95.369784
45.511795,-122.675629
41.011915,28.972531
41.011915,28.972531
51.924216,4.481776
-34.891151,-56.187214
37.54703,-122.314834
37.777125,-122.419644
42.455233,-76.475847
28.505025,-16.192648
30.33138,-81.655799
52.505803,13.331741
40.78306,-73.971249
42.407484,-71.119023
37.906032,-122.548169
42.359139,-83.066546
34.225529,-118.878911
45.463681,9.188171
39.918392,32.865597
39.290555,-76.609604
-31.399301,-64.182129
38.419723,27.133235
37.777125,-122.419644
40.712784,-74.005941
14.596051,120.978666
40.78306,-73.971249
39.74001,-104.992259
37.474249,49.458725
32.65246,51.67462
35.78846,51.470795
34.05349,-118.245319
40.416691,-3.700345
33.953349,-117.396156
41.387917,2.169919
34.05349,-118.245319
42.24088,-83.613089
31.530345,-83.835349
37.089185,-122.086756
18.46617,-66.106654
18.46617,-66.106654
39.918392,32.865597
39.918392,32.865597
39.918392,32.865597
34.05349,-118.245319
37.338475,-121.885794
35.696442,51.422974
59.332788,18.064488
36.736419,-119.789196
39.918392,32.865597
-34.921295,-57.954333
40.712784,-74.005941
37.44466,-122.160794
18.46617,-66.106654
34.05349,-118.245319
40.712784,-74.005941
40.712784,-74.005941
41.387917,2.169919
40.712784,-74.005941
18.46617,-66.106654
36.740685,-119.785734
37.869885,-122.270539
44.883175,-93.283006
40.712784,-74.005941
36.740685,-119.785734
37.441883,-122.14302
37.235807,-121.962416
37.906032,-122.545048
37.44466,-122.160794
41.0981,-80.650789
34.0961,-117.716404
34.097718,-117.70945
34.106067,-117.716404
37.906032,-122.545048
34.025627,-118.196033
37.805065,-122.273024
34.073628,-118.215618
-34.458721,-58.90725
34.05349,-118.245319
34.05349,-118.245319
37.235807,-121.962416
37.869885,-122.270539
37.338475,-121.885794
42.206391,-71.004817
36.974025,-122.030954
42.817988,-1.644184
-16.500194,-68.150162
39.918392,32.865597
39.728352,-121.841985
36.740685,-119.785734
37.624421,-122.413798
35.696442,51.422974
41.387917,2.169919
39.728352,-121.837348
39.728352,-121.837348
33.42551,-111.937419
39.11338,-94.626824
33.973705,-117.328064
52.505803,13.331741
10.502961,-66.917253
37.32236,-122.032133
34.022442,-118.166974
37.577883,-122.34811
38.525255,-118.624627
41.657825,-91.526534
43.320812,-1.984447
54.597269,-5.930109
34.024922,-118.273378
37.869885,-122.270539
36.068994,-79.794704
34.189077,-118.159748
18.456792,-69.951164
34.05349,-118.245319
34.165357,-118.608975
34.250636,-118.61481
39.334449,-76.70535
26.714388,-80.052689
41.88415,-87.632409
35.696442,51.422974
39.918392,32.865597
37.742578,20.896502
41.011915,28.972531
52.516667,13.4
31.285506,48.643416
52.516667,13.4
52.516667,13.4
52.516667,13.4
40.78306,-73.971249
37.338475,-121.885794
40.712784,-74.005941
37.624421,-122.413798
54.597269,-5.930109
-31.399301,-64.182129
37.805065,-122.273024
37.90118,-122.061628
54.597269,-5.930109
41.77033,-87.81852
43.320812,-1.984447
37.002437,-89.171826
34.073581,-118.178641
38.951603,-0.138765
40.712784,-74.005941
37.454697,-122.177909
38.232471,-122.644448
12.814427,45.036416
34.083528,-118.326584
34.13149,-118.101567
40.416691,-3.700345
34.05349,-118.245319
34.083504,-118.315725
34.022425,-118.167056
36.974025,-122.030954
34.034286,-118.262039
40.712784,-74.005941
37.338475,-121.885794
40.863958,-73.630786
34.062192,-118.173614
34.073867,-118.202763
37.805065,-122.273024
34.039673,-118.182056
40.658455,-73.587219
34.05349,-118.245319
43.256963,-2.923441
40.712784,-74.005941
34.061362,-118.203529
42.817988,-1.644184
37.338475,-121.885794
34.015147,-118.122896
34.05349,-118.245319
34.05349,-118.245319
41.823875,-71.411994
32.715695,-117.161719
54.597269,-5.930109
54.597269,-5.930109
43.18418,-2.473289
40.416691,-3.700345
41.614152,0.625783
34.042309,-118.141507
37.777125,-122.419644
36.999276,-122.003482
40.712784,-74.005941
37.950322,27.373266
-31.399301,-64.182129
37.089185,-122.086756
41.387917,2.169919
34.073485,-118.400344
54.597269,-5.930109
54.597269,-5.930109
54.794595,-7.539339
54.99451,-7.319996
40.712784,-74.005941
54.597269,-5.930109
54.597269,-5.930109
40.438335,-79.997459
54.597269,-5.930109
33.44865,-84.454564
33.748315,-84.391109
42.761624,-72.511495
41.504365,-81.690459
40.712784,-74.005941
40.743906,-74.032355
40.712784,-74.005941
40.712784,-74.005941
40.712784,-74.005941
40.712784,-74.005941
40.712784,-74.005941
40.712784,-74.005941
40.712784,-74.005941
40.712784,-74.005941
40.743906,-74.032355
40.743906,-74.032355
40.743906,-74.032355
40.743906,-74.032355
40.743906,-74.032355
40.850752,-73.929001
40.712784,-74.005941
40.416691,-3.700345
41.583193,-87.499736
40.416691,-3.700345
54.597269,-5.930109
54.597269,-5.930109
34.05349,-118.245319
37.777125,-122.419644
41.89052,12.494249
37.777125,-122.419644
38.579065,-121.491014
37.54703,-122.314834
37.777125,-122.419644
34.004995,-118.230244
37.777125,-122.419644
54.077313,-6.608787
54.597269,-5.930109
42.636876,-83.288425
11.558831,104.917445
11.558831,104.917445
32.462925,-84.987629
35.487474,-80.622003
35.141361,-79.008383
54.22641,-7.649053
54.597269,-5.930109
54.18006,-6.33393
37.777125,-122.419644
33.888629,35.495479
54.552254,-6.086832
54.597269,-5.930109
54.597269,-5.930109
54.99451,-7.319996
54.531707,-6.737144
54.597269,-5.930109
31.766496,35.21172
54.597269,-5.930109
54.597269,-5.930109
42.651445,-73.755254
54.597269,-5.930109
54.823432,-7.468374
40.617623,-74.417061
41.89052,12.494249
40.712784,-74.005941
40.712784,-74.005941
35.696442,51.422974
52.505803,13.331741
40.712784,-74.005941
34.05349,-118.245319
45.511795,-122.675629
42.331685,-83.047924
54.99451,-7.319996
54.597269,-5.930109
54.99451,-7.319996
51.500152,-0.126236
54.597269,-5.930109
54.530989,-6.02939
54.597269,-5.930109
27.94653,-82.459269
54.597269,-5.930109
31.950001,35.933331
33.748315,-84.391109
54.597269,-5.930109
35.696442,51.422974
41.011915,28.972531
36.974025,-122.030954
37.777125,-122.419644
42.358635,-71.056699
54.597269,-5.930109
54.597269,-5.930109
54.99451,-7.319996
54.597269,-5.930109
34.05349,-118.245319
40.712784,-74.005941
54.597269,-5.930109
54.597269,-5.930109
54.597269,-5.930109
54.99451,-7.319996
53.344104,-6.267494
40.654614,-73.559413
54.597269,-5.930109
41.364167,2.158056
34.05349,-118.245319
54.597269,-5.930109
33.748315,-84.391109
-23.550711,-46.633475
-23.550711,-46.633475
-23.550711,-46.633475
38.419723,27.133235
54.467967,-6.337967
54.99451,-7.319996
31.950001,35.933331
40.78306,-73.971249
54.597269,-5.930109
54.597269,-5.930109
35.205894,-97.445714
42.36679,-71.106019
37.777125,-122.419644
35.205894,-97.445714
35.205894,-97.445714
43.618518,-116.214619
42.29776,-71.289744
40.75815,-73.327739
54.597269,-5.930109
52.505803,13.331741
39.945255,-75.119129
-33.873651,151.20689
54.823432,-7.468374
54.467967,-6.337967
54.18006,-6.33393
54.597269,-5.930109
30.05,31.25
54.597269,-5.930109
43.18418,-2.473289
52.505803,13.331741
54.077313,-6.608787
29.591325,52.58361
41.084195,-81.514059
54.597269,-5.930109
54.597269,-5.930109
40.712784,-74.005941
54.597269,-5.930109
44.79808,-93.526664
37.441883,-122.14302
54.351322,-6.837455
54.597269,-5.930109
43.2482,-1.990517
54.794595,-7.539339
54.597269,-5.930109
54.823432,-7.468374
51.500152,-0.126236
46.198392,6.142296
42.365288,-71.104359
54.597269,-5.930109
54.597269,-5.930109
54.597269,-5.930109
42.36679,-71.106019
54.597269,-5.930109
39.945255,-75.119129
39.918392,32.865597
54.99451,-7.319996
8.994269,-79.518792
11.586558,122.753716
43.15,-2.610278
-34.098808,-59.032291
54.597269,-5.930109
42.88544,-78.878464
32.715695,-117.161719
37.777125,-122.419644
37.777125,-122.419644
41.881975,-87.629377
41.87563,-87.63165
41.881922,-87.632321
40.78306,-73.971249
40.78306,-73.971249
40.78306,-73.971249
54.597269,-5.930109
54.684823,-5.965868
31.522561,34.453593
35.696442,51.422974
35.696442,51.422974
35.696442,51.422974
39.918392,32.865597
37.425508,-122.161345
37.441883,-122.14302
54.597269,-5.930109
40.416691,-3.700345
54.250039,-6.703625
40.712784,-74.005941
48.208174,16.373819
40.712784,-74.005941
40.712784,-74.005941
40.712784,-74.005941
54.255696,-5.948804
40.712784,-74.005941
54.99451,-7.319996
54.597269,-5.930109
54.597269,-5.930109
54.597269,-5.930109
54.597269,-5.930109
37.441883,-122.14302
32.302091,-90.185366
34.06857,-118.027606
52.454306,13.144341
53.344104,-6.267494
54.577389,-6.677339
-22.908278,-43.197026
51.794294,5.64916
54.250039,-6.703625
53.553813,9.991586
54.597269,-5.930109
54.347539,-6.656108
54.131402,-6.586387
54.184008,-7.360209
42.991175,-71.463089
54.99451,-7.319996
54.479875,-6.228448
54.597269,-5.930109
30.05,31.25
54.597269,-5.930109
53.553813,9.991586
51.248429,-0.755979
51.248429,-0.755979
28.632381,77.220004
40.416691,-3.700345
54.467967,-6.337967
54.18006,-6.33393
18.46617,-66.106654
18.46617,-66.106654
40.712784,-74.005941
54.365171,-8.036373
54.597269,-5.930109
40.416691,-3.700345
40.416691,-3.700345
40.416691,-3.700345
54.597269,-5.930109
54.597269,-5.930109
54.99451,-7.319996
54.597267,-5.925849
54.996006,-7.308575
54.293235,-6.842351
40.728224,-73.794852
54.597269,-5.930109
54.597269,-5.930109
54.536706,-6.70361
54.597269,-5.930109
54.467967,-6.337967
40.844782,-73.864827
41.303168,2.003213
43.174382,-2.775258
54.597269,-5.930109
54.99451,-7.319996
-34.6037,-58.381503
54.597269,-5.930109
54.597269,-5.930109
41.127098,37.287124
54.597269,-5.930109
15.185916,120.54187
17.092014,121.965256
55.043617,-7.023927
59.332788,18.064488
25.699073,-80.266978
54.597269,-5.930109
54.597269,-5.930109
45.42153,-75.697193
45.50867,-73.553992
34.101587,-118.333321
54.597269,-5.930109
-32.951052,-60.666365
55.007207,-7.341944
52.505803,13.331741
41.735443,1.977921
55.070718,-6.514895
54.597269,-5.930109
54.597269,-5.930109
54.99451,-7.319996
54.99451,-7.319996
33.889332,-118.125305
54.192934,-6.576051
54.597269,-5.930109
35.696442,51.422974
54.597269,-5.930109
54.597269,-5.930109
52.505803,13.331741
54.597269,-5.930109
54.713641,-5.808233
43.066932,-2.167393
41.010561,28.967632
41.010561,28.967632
41.560953,2.01044
59.332788,18.064488
39.918392,32.865597
39.918392,32.865597
39.918392,32.865597
52.505803,13.331741
54.597269,-5.930109
45.463681,9.188171
39.918392,32.865597
48.208174,16.373819
37.338475,-121.885794
37.338475,-121.885794
50.111445,8.680615
54.597269,-5.930109
-34.6037,-58.381503
-34.6037,-58.381503
-34.6037,-58.381503
-34.6037,-58.381503
48.139126,11.580186
54.597269,-5.930109
54.597269,-5.930109
54.597269,-5.930109
54.597269,-5.930109
54.597269,-5.930109
54.597269,-5.930109
49.008085,8.403756
54.597269,-5.930109
40.728224,-73.794852
37.454697,-122.177909
54.69212,-5.863265
54.077313,-6.608787
41.560953,2.01044
41.387917,2.169919
53.553813,9.991586
38.89037,-77.031959
54.597269,-5.930109
33.876161,-117.869263
54.787715,-6.492314
18.460791,-66.264884
40.791005,-73.538134
54.99451,-7.319996
54.597269,-5.930109
54.787715,-6.492314
54.597269,-5.930109
54.560124,-5.983657
40.791005,-73.538134
49.4019,8.680285
48.856614,2.352222
48.856614,2.352222
48.856614,2.352222
48.856614,2.352222
35.696442,51.422974
54.597269,-5.930109
